Accession,Description,MW_kDa,Area_1,Area_2,Area_3,PSM_1,PSM_2,PSM_3,NormPSM_1,NormPSM_2,NormPSM_3,AVERAGE_NormPSM,SD_NormPSM,Functional_Category,SEM_NormPSM
A0A8J5FAQ8,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_063112 PE=3 SV=1,71.1,45099956.5,38812752.75,50258900.625,14.0,16.0,16.0,14.948360893530607,15.609807819748177,15.407639979068552,15.321936230782446,0.33894963992219274,Other,0.19569266585080472
A0A8J5F9Y1,GDSL esterase/lipase OS=Zingiber officinale OX=94328 GN=ZIOFF_057937 PE=3 SV=1,41.6,4463529.0,3557705.078125,902770.78125,3.0,4.0,3.0,3.203220191470844,3.902451954937044,2.8889324960753533,3.3315348808277476,0.5188004606796237,Lipid Metabolism,0.2995295856290826
A0A8J5F9Q4,60S ribosomal protein L36 OS=Zingiber officinale OX=94328 GN=ZIOFF_054506 PE=3 SV=1,12.4,548865.9375,324405.96875,507116.28125,6.0,5.0,4.0,6.406440382941688,4.878064943671306,3.851909994767138,5.045471773793377,1.2854669039323603,Protein Synthesis,0.7421646630197031
A0A8J5F9F0,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_058894 PE=4 SV=1,38.6,8411843.40625,5576162.5,6697588.90625,15.0,9.0,12.0,16.01610095735422,8.78051689860835,11.555729984301413,12.117449280087994,3.6503514342099495,Other,2.107531383177851
A0A8J5F941,Plectin/eS10 N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_059192 PE=3 SV=1,26.5,4574437.0,3968651.5,4639715.0,14.0,13.0,12.0,14.948360893530607,12.682968853545393,11.555729984301413,13.062353243792472,1.7278412856037126,Other,0.9975696313602526
A0A8J5F921,Small ribosomal subunit protein eS1 OS=Zingiber officinale OX=94328 GN=ZIOFF_059226 PE=3 SV=1,36.0,4910043.1875,5213831.1875,5265579.65625,40.0,41.0,40.0,42.70960255294459,40.00013253810471,38.51909994767138,40.40961167957356,2.1250489163014437,Protein Synthesis,1.226897563867761
A0A8J5F8P8,Ribosomal protein OS=Zingiber officinale OX=94328 GN=ZIOFF_060400 PE=3 SV=1,24.1,4772683.625,6052704.4765625,6635195.375,16.0,18.0,14.0,17.083841021177836,17.5610337972167,13.481684981684982,16.042186600026508,2.230258872759628,Protein Synthesis,1.2876405605503227
A0A8J5F8F0,40S ribosomal protein S17 OS=Zingiber officinale OX=94328 GN=ZIOFF_063921 PE=3 SV=1,16.2,0.0,50559449.2109375,0.0,,20.0,,0.0,19.512259774685223,0.0,19.512259774685223,0.0,Protein Synthesis,0.0
A0A8J5F812,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_058435 PE=4 SV=1,20.0,5355546.234375,6026465.65625,7436441.71875,10.0,11.0,11.0,10.677400638236147,10.731742876076872,10.592752485609628,10.667298666640882,0.07004369731205579,Other,0.04043974749815208
A0A8J5F7F4,Peptidyl-prolyl cis-trans isomerase OS=Zingiber officinale OX=94328 GN=ZIOFF_057558 PE=3 SV=1,18.2,3409142.28125,3808706.0,3430540.25,13.0,11.0,11.0,13.880620829706992,10.731742876076872,10.592752485609628,11.735038730464497,1.859427732019424,Other,1.0735411016200698
A0A8J5F7B6,FAS1 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_057749 PE=3 SV=1,54.8,0.0,543617.4375,744783.421875,,2.0,2.0,0.0,1.951225977468522,1.925954997383569,1.9385904874260456,0.017869281385300532,Other,0.010316834418028432
A0A8J5F729,60S ribosomal protein L21 OS=Zingiber officinale OX=94328 GN=ZIOFF_053175 PE=3 SV=1,18.7,21952664.0,23118778.0,15112003.5,28.0,25.0,25.0,29.896721787061214,24.390324718356528,24.07443746729461,26.120494657570784,3.274120445092191,Protein Synthesis,1.890314320333234
A0A8J5F648,KOW domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_063064 PE=3 SV=1,17.2,16711120.5,12589753.875,1254857.125,23.0,24.0,25.0,24.55802146794314,23.41471172962227,24.07443746729461,24.01572355495334,0.5739118242915437,Other,0.33134814624583203
A0A8J5F5D2,Large ribosomal subunit protein uL23 N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_062415 PE=3 SV=1,22.1,83114202.5625,47234509.6875,54572754.71875,28.0,23.0,26.0,29.896721787061214,22.439098740888006,25.037414965986393,25.791078497978543,3.785504182311041,Protein Synthesis,2.185561858675734
A0A8J5F5C6,Plectin/eS10 N-terminal domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_059772 PE=3 SV=1,20.5,7433125.234375,7153007.625,6771082.0,21.0,17.0,14.0,22.42254134029591,16.58542080848244,13.481684981684982,17.496549043487775,4.539531264546638,Other,2.620899597580724
A0A8J5F4K9,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_059194 PE=3 SV=1,60.3,550179.0625,523968.359375,0.0,2.0,2.0,,2.1354801276472295,1.951225977468522,0.0,2.043353052557876,0.1302873590531285,Other,0.07522144182132917
A0A8J5F485,Ribosomal protein L3 OS=Zingiber officinale OX=94328 GN=ZIOFF_061304 PE=3 SV=1,46.5,22894614.515625,39463023.6875,64359893.65625,70.0,78.0,86.0,74.74180446765304,76.09781312127237,82.81606488749345,77.88522749213962,4.32372038084535,Protein Synthesis,2.4963011257817342
A0A8J5F3R2,Ribosomal protein eL8/eL30/eS12/Gadd45 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_053336 PE=3 SV=1,14.7,16381242.5625,13477980.75,12806710.59375,17.0,13.0,14.0,18.15158108500145,12.682968853545393,13.481684981684982,14.772078306743941,2.953856146552379,Protein Synthesis,1.7054096413594468
A0A8J5F342,Plasma membrane-associated cation-binding protein 1 OS=Zingiber officinale OX=94328 GN=ZIOFF_063971 PE=4 SV=1,21.1,265593.3046875,325332.21875,360828.640625,2.0,4.0,4.0,2.1354801276472295,3.902451954937044,3.851909994767138,3.2966140257838035,1.0058889449068604,Other,0.5807502531168446
A0A8J5F2Z5,40S ribosomal protein S25 OS=Zingiber officinale OX=94328 GN=ZIOFF_066385 PE=3 SV=1,19.6,608507.6875,449289.28125,565329.0625,4.0,3.0,2.0,4.270960255294459,2.9268389662027836,1.925954997383569,3.041251406293604,1.1766818047981706,Protein Synthesis,0.6793575567507585
A0A8J5F2V6,Nop domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_066310 PE=3 SV=1,63.3,0.0,491434.48828125,360446.40625,,2.0,3.0,0.0,1.951225977468522,2.8889324960753533,2.4200792367719375,0.6630586380697215,Other,0.3828170831780604
A0A8J5F2N8,Malate dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_063833 PE=3 SV=1,36.1,141265.96875,730447.78125,692133.0,13.0,12.0,11.0,13.880620829706992,11.707355864811134,10.592752485609628,12.060243060042586,1.6720994562071076,Other,0.9653870711530005
A0A8J5F2M1,40S ribosomal protein S16 OS=Zingiber officinale OX=94328 GN=ZIOFF_063783 PE=3 SV=1,16.3,872841.75,1208147.875,1253927.25,33.0,29.0,27.0,35.235422106179286,28.29277667329357,26.00039246467818,29.84286374805035,4.808692189602771,Protein Synthesis,2.7762997301172105
A0A8J5F1C3,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_061136 PE=3 SV=1,29.9,815858.3125,1893905.84375,1332081.609375,3.0,5.0,3.0,3.203220191470844,4.878064943671306,2.8889324960753533,3.6567392104058345,1.0693089352107688,Other,0.6173658015908094
A0A8J5F1A6,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_063162 PE=4 SV=1,30.0,0.0,249780.0859375,326789.296875,,11.0,13.0,0.0,10.731742876076872,12.518707482993197,11.625225179535034,1.2635747912908863,Other,0.7295252458930185
A0A8J5F115,Histone H2A OS=Zingiber officinale OX=94328 GN=ZIOFF_062594 PE=3 SV=1,14.9,848294.5625,8784645.0,28444690.25,7.0,6.0,6.0,7.4741804467653035,5.853677932405567,5.777864992150707,6.368574457107193,0.9582329329309469,Other,0.5532360417740468
A0A8J5F0C6,Heat shock protein 90 OS=Zingiber officinale OX=94328 GN=ZIOFF_065510 PE=3 SV=1,80.1,0.0,163167.28125,0.0,,17.0,,0.0,16.58542080848244,0.0,16.58542080848244,0.0,Anti-stress/HSP,0.0
A0A8J5EZV6,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_064937 PE=3 SV=1,61.3,6283298.8359375,5538265.8671875,6546801.59375,37.0,37.0,32.0,39.50638236147375,36.09768058316766,30.815279958137104,35.47311430092617,4.379084096818169,Other,2.528265382101979
A0A8J5EZR6,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_062241 PE=3 SV=1,28.7,75964942.875,53543658.625,57081678.375,54.0,72.0,59.0,57.65796344647519,70.2441351888668,56.81567242281528,61.57259035271909,7.521577688631858,Other,4.342584903262287
A0A8J5EZ36,Proteasome subunit alpha type OS=Zingiber officinale OX=94328 GN=ZIOFF_061352 PE=3 SV=1,28.9,2522693.0,1549310.5,1444236.125,16.0,9.0,20.0,17.083841021177836,8.78051689860835,19.25954997383569,15.041302631207293,5.530054778553707,Other,3.192778615031359
A0A8J5EYQ1,Aspartyl aminopeptidase OS=Zingiber officinale OX=94328 GN=ZIOFF_066436 PE=3 SV=1,53.9,3665767.9296875,2727461.52734375,0.0,15.0,11.0,,16.01610095735422,10.731742876076872,0.0,13.373921916715545,3.736605433489147,Other,2.1573301528803777
A0A8J5EXW3,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_066134 PE=4 SV=1,30.1,45478735.125,1796592.84375,872781.875,9.0,12.0,13.0,9.609660574412533,11.707355864811134,12.518707482993197,11.278574640738954,1.501175700132495,Other,0.866704194572421
A0A8J5EXV6,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_066124 PE=4 SV=1,17.6,22162362.125,15972154.75,19464842.5625,11.0,12.0,11.0,11.745140702059762,11.707355864811134,10.592752485609628,11.348416350826843,0.6546967476456109,Other,0.37798934349076596
A0A8J5EXT5,Bulb-type lectin domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_066079 PE=4 SV=1,15.8,12083563.9375,22898049.640625,20619562.875,14.0,13.0,14.0,14.948360893530607,12.682968853545393,13.481684981684982,13.704338242920329,1.148991353214263,Other,0.6633704670748072
A0A8J5EXD8,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) OS=Zingiber officinale OX=94328 GN=ZIOFF_065436 PE=3 SV=1,42.7,2989057.625,287434.875,1323524.984375,5.0,4.0,6.0,5.3387003191180735,3.902451954937044,5.777864992150707,5.006339088735275,0.9808881208547262,Other,0.5663160206203823
A0A8J5EXD2,Eukaryotic translation initiation factor 3 subunit A OS=Zingiber officinale OX=94328 GN=ZIOFF_065421 PE=3 SV=1,127.1,0.0,426650.125,0.0,,3.0,,0.0,2.9268389662027836,0.0,2.9268389662027836,0.0,Protein Synthesis,0.0
A0A8J5EX99,KOW domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_064386 PE=3 SV=1,18.8,10458034.5625,8282962.3125,6833994.6875,23.0,24.0,25.0,24.55802146794314,23.41471172962227,24.07443746729461,24.01572355495334,0.5739118242915437,Other,0.33134814624583203
A0A8J5EWT9,26S proteasome regulatory subunit RPN7 OS=Zingiber officinale OX=94328 GN=ZIOFF_065079 PE=3 SV=1,58.3,561020.828125,417678.8515625,0.0,3.0,3.0,,3.203220191470844,2.9268389662027836,0.0,3.065029578836814,0.1954310385796923,Other,0.1128321627319935
A0A8J5EWM2,Fibrillarin 2 OS=Zingiber officinale OX=94328 GN=ZIOFF_061923 PE=3 SV=1,27.0,0.0,896240.890625,0.0,,5.0,,0.0,4.878064943671306,0.0,4.878064943671306,0.0,Other,0.0
A0A8J5EUR7,40S ribosomal protein S8 OS=Zingiber officinale OX=94328 GN=ZIOFF_067665 PE=3 SV=1,28.0,15245301.4375,15618791.5,110840053.375,29.0,31.0,35.0,30.964461850884827,30.24400265076209,33.70421245421245,31.637558985286457,1.8256663948345713,Protein Synthesis,1.0540489845081933
A0A8J5EU96,ATP synthase subunit beta OS=Zingiber officinale OX=94328 GN=ZIOFF_069741 PE=3 SV=1,66.1,1605762.9375,1954808.3125,1647461.078125,44.0,41.0,43.0,46.98056280823905,40.00013253810471,41.40803244374673,42.79624259669683,3.6914695258957857,Other,2.1312709244812322
A0A8J5ERY9,Sucrose synthase OS=Zingiber officinale OX=94328 GN=ZIOFF_074715 PE=3 SV=1,93.1,4327660.578125,4004786.8828125,5296030.4296875,28.0,35.0,32.0,29.896721787061214,34.14645460569914,30.815279958137104,31.619485450299152,2.2360941645355115,Other,1.291009567827929
A0A8J5ERW6,Ubiquitin-like domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_069667 PE=3 SV=1,30.3,1707497.625,755404.125,0.0,16.0,13.0,,17.083841021177836,12.682968853545393,0.0,14.883404937361615,3.111886552868039,Other,1.796648538985939
A0A8J5EP25,Eukaryotic translation initiation factor 3 subunit C OS=Zingiber officinale OX=94328 GN=ZIOFF_073136 PE=3 SV=1,106.2,1251100.65234375,1645730.86914063,1301492.0390625,12.0,11.0,9.0,12.812880765883376,10.731742876076872,8.66679748822606,10.73714037672877,2.0730469087980987,Protein Synthesis,1.196874190837304
A0A8J5ENS4,40S ribosomal protein S8 OS=Zingiber officinale OX=94328 GN=ZIOFF_071608 PE=3 SV=1,48.7,1204078.0,1433046.375,0.0,16.0,15.0,,17.083841021177836,14.634194831013914,0.0,15.859017926095875,1.7321614325726997,Protein Synthesis,1.000063869375736
A0A8J5EMU9,Elongation factor 1-gamma OS=Zingiber officinale OX=94328 GN=ZIOFF_074011 PE=4 SV=1,61.2,4089401.51953125,2508413.84375,3219483.1796875,10.0,9.0,10.0,10.677400638236147,8.78051689860835,9.629774986917845,9.695897507920781,0.9501689961548531,Protein Synthesis,0.548580325705641
A0A8J5EC63,Malic enzyme OS=Zingiber officinale OX=94328 GN=ZIOFF_068733 PE=3 SV=1,79.5,0.0,662688.734375,1258349.6875,,5.0,6.0,0.0,4.878064943671306,5.777864992150707,5.327964967911006,0.6362547159917685,Other,0.36734183155101646
A0A8J5E9X5,glycerophosphodiester phosphodiesterase OS=Zingiber officinale OX=94328 GN=ZIOFF_073006 PE=3 SV=1,94.6,521793.0,171100.15625,0.0,2.0,4.0,,2.1354801276472295,3.902451954937044,0.0,3.0189660412921366,1.2494377612422138,Lipid Metabolism,0.7213632277888755
A0A8J5E809,60S ribosomal protein L13a OS=Zingiber officinale OX=94328 GN=ZIOFF_076122 PE=3 SV=1,21.6,1350161.9375,1156129.9375,1286857.875,29.0,12.0,13.0,30.964461850884827,11.707355864811134,12.518707482993197,18.396841732896387,10.89143605933729,Protein Synthesis,6.288173540719981
A0A8J5CVW8,S1 motif domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_069441 PE=3 SV=1,37.8,968434.890625,644748.125,1221364.0625,5.0,5.0,5.0,5.3387003191180735,4.878064943671306,4.814887493458922,5.010550918749434,0.2859359531006163,Other,0.16508519949363304
A0A8J5CU43,23 kDa jasmonate-induced protein-like OS=Zingiber officinale OX=94328 GN=ZIOFF_070541 PE=4 SV=1,26.6,0.0,912328.875,0.0,,3.0,,0.0,2.9268389662027836,0.0,2.9268389662027836,0.0,Other,0.0
A0A8J5CEG0,Uncharacterized protein OS=Zingiber officinale OX=94328 GN=ZIOFF_067839 PE=4 SV=1,31.9,422066.71875,422653.1875,376706.15625,6.0,4.0,4.0,6.406440382941688,3.902451954937044,3.851909994767138,4.720267444215289,1.4604872498260209,Other,0.8432127068350694
A0A8J5CDB4,"RuBisCO large subunit-binding protein subunit beta, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_069160 PE=3 SV=1",64.9,2184321.28125,1398212.25,3032158.59375,23.0,22.0,25.0,24.55802146794314,21.463485752153744,24.07443746729461,23.365314895797166,1.6646858382678122,Other,0.9611068168400793
A0A8J5CBW3,40S ribosomal protein S26 OS=Zingiber officinale OX=94328 GN=ZIOFF_071706 PE=3 SV=1,45.6,1402925.25,763028.625,825299.125,9.0,9.0,11.0,9.609660574412533,8.78051689860835,10.592752485609628,9.660976652876839,0.9072069557880285,Protein Synthesis,0.5237761801349192
A0A8J5CBP8,Luminal-binding protein 5 OS=Zingiber officinale OX=94328 GN=ZIOFF_069794 PE=3 SV=1,96.3,45932.44140625,108273.28125,0.0,11.0,10.0,,11.745140702059762,9.756129887342611,0.0,10.750635294701187,1.406443034939877,Other,0.8120102648224123
A0A8J5C9Y4,NADP-dependent oxidoreductase domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_071646 PE=4 SV=1,37.6,1353351.78125,1968229.5625,2804859.5,7.0,7.0,8.0,7.4741804467653035,6.829290921139828,7.703819989534276,7.3357637858131355,0.453397895769903,Antioxidant,0.26176939717276343
A0A8J5C9G6,ATP synthase subunit beta OS=Zingiber officinale OX=94328 GN=ZIOFF_071402 PE=3 SV=1,59.6,13434830.671875,10867429.03125,13010738.625,53.0,48.0,48.0,56.59022338265159,46.82942345924454,46.22291993720565,49.88085559303392,5.818390991745968,Other,3.3592496053350285
A0A8J5C8S9,Pyruvate dehydrogenase E1 component subunit alpha OS=Zingiber officinale OX=94328 GN=ZIOFF_070602 PE=4 SV=1,43.0,564071.96875,716521.5234375,810984.3125,3.0,5.0,4.0,3.203220191470844,4.878064943671306,3.851909994767138,3.977731709969762,0.844481831661144,Other,0.48756181283530975
A0A8J5C8R9,Translation elongation factor EF1B beta/delta subunit guanine nucleotide exchange domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_071786 PE=3 SV=1,34.9,1517815.15625,2563455.6875,0.0,3.0,4.0,,3.203220191470844,3.902451954937044,0.0,3.5528360732039443,0.49443152156797815,Protein Synthesis,0.2854601720731085
A0A8J5C7M4,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Zingiber officinale OX=94328 GN=ZIOFF_068177 PE=3 SV=1,46.6,0.0,1706686.3125,0.0,,2.0,,0.0,1.951225977468522,0.0,1.951225977468522,0.0,Other,0.0
A0A8J5C6E8,Small ribosomal subunit protein eS1 OS=Zingiber officinale OX=94328 GN=ZIOFF_067292 PE=3 SV=1,29.8,1013611.125,676707.5,793702.0625,40.0,43.0,40.0,42.70960255294459,41.95135851557323,38.51909994767138,41.060020338729736,2.2329220385683892,Protein Synthesis,1.2891781400469076
A0A8J5C649,Ferritin OS=Zingiber officinale OX=94328 GN=ZIOFF_067898 PE=3 SV=1,29.8,1261617.53125,1577456.0625,1277146.4375,5.0,6.0,6.0,5.3387003191180735,5.853677932405567,5.777864992150707,5.6567477478914485,0.2780333175889867,Other,0.16052261075368618
A0A8J5C5H4,Oryzain alpha chain OS=Zingiber officinale OX=94328 GN=ZIOFF_074872 PE=3 SV=1,68.0,0.0,0.0,0.0,16.0,17.0,18.0,17.083841021177836,16.58542080848244,17.33359497645212,17.00095226870413,0.3809121360225556,Other,0.21991972427021783
A0A8J5C3W0,Ferritin OS=Zingiber officinale OX=94328 GN=ZIOFF_071531 PE=3 SV=1,29.2,327391.53125,407476.09375,442469.34375,9.0,10.0,9.0,9.609660574412533,9.756129887342611,8.66679748822606,9.344195983327069,0.5911978144254135,Other,0.3413282173028309
A0A8J5C2V1,60S ribosomal protein L12 OS=Zingiber officinale OX=94328 GN=ZIOFF_074718 PE=3 SV=1,17.8,2516409.25,3764911.625,4194032.5,4.0,5.0,5.0,4.270960255294459,4.878064943671306,4.814887493458922,4.654637564141562,0.3337724607377775,Protein Synthesis,0.19270362005503966
A0A8J5C078,Ferritin OS=Zingiber officinale OX=94328 GN=ZIOFF_073409 PE=3 SV=1,28.8,204009.484375,275980.09375,396710.96875,8.0,9.0,9.0,8.541920510588918,8.78051689860835,8.66679748822606,8.66307829914111,0.11934166652752569,Other,0.0689019432952055
A0A8J5BXM4,40S ribosomal protein S19 OS=Zingiber officinale OX=94328 GN=ZIOFF_074098 PE=3 SV=1,15.8,4148154.5,3808031.1875,3422701.875,23.0,18.0,16.0,24.55802146794314,17.5610337972167,15.407639979068552,19.175565081409463,4.784078155581544,Protein Synthesis,2.762088810949213
A0A8J5BXJ6,ATP synthase subunit alpha OS=Zingiber officinale OX=94328 GN=ZIOFF_075131 PE=3 SV=1,67.5,25230464.0625,22467612.25,29799218.96875,31.0,28.0,29.0,33.09994197853206,27.31716368455931,27.926347462061745,29.447817708384374,3.1774651818933224,Other,1.834510378106773
A0A8J5BU40,Ubiquitin-like domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_044969 PE=3 SV=1,17.8,17229428.25,8780591.0,14174808.625,20.0,18.0,21.0,21.354801276472294,17.5610337972167,20.222527472527474,19.71278751540549,1.9475738855251101,Other,1.1244323070746078
A0A8J5BTX1,Sucrose synthase OS=Zingiber officinale OX=94328 GN=ZIOFF_074893 PE=3 SV=1,92.5,1905052.1875,2282913.9375,1161795.40625,27.0,33.0,29.0,28.828981723237597,32.195228628230616,27.926347462061745,29.650185937843318,2.2498041857642805,Other,1.2989250522749543
A0A8J5BSV4,40S ribosomal protein S24 OS=Zingiber officinale OX=94328 GN=ZIOFF_076101 PE=3 SV=1,15.8,0.0,10457926.0625,13819444.25,,42.0,20.0,0.0,40.97574552683897,19.25954997383569,30.11764775033733,15.355669137101762,Protein Synthesis,8.865599709892532
A0A8J5BS66,Small ribosomal subunit protein uS2 OS=Zingiber officinale OX=94328 GN=ZIOFF_076113 PE=3 SV=1,34.0,52716731.8125,46126525.625,49354020.0,48.0,47.0,50.0,51.251523063533504,45.853810470510275,48.14887493458922,48.41806948954434,2.7089065304165625,Protein Synthesis,1.5639879145455375
A0A8J5BMB1,"30S ribosomal protein S4, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_064041 PE=3 SV=1",23.0,22075942.4648438,28234048.296875,15778654.46875,37.0,35.0,32.0,39.50638236147375,34.14645460569914,30.815279958137104,34.82270564177,4.384837721530975,Protein Synthesis,2.5315872388787337
A0A8J5BED9,Ribosomal eL28/Mak16 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_071544 PE=3 SV=1,16.6,2624448.0625,1937365.0625,2082611.125,14.0,15.0,12.0,14.948360893530607,14.634194831013914,11.555729984301413,13.712761902948644,1.8746373255263276,Protein Synthesis,1.0823223645255453
A0A8J5MB47,Plasma membrane ATPase OS=Zingiber officinale OX=94328 GN=ZIOFF_004268 PE=3 SV=1,99.8,0.0,0.0,716173.3125,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Other,0.0
A0A8J5M3Y0,triose-phosphate isomerase OS=Zingiber officinale OX=94328 GN=ZIOFF_004783 PE=3 SV=1,27.2,0.0,0.0,0.0,,,2.0,0.0,0.0,1.925954997383569,1.925954997383569,0.0,Other,0.0
A0A8J5LXU4,Clathrin heavy chain OS=Zingiber officinale OX=94328 GN=ZIOFF_009304 PE=3 SV=1,186.5,1024685.84375,0.0,1475467.65625,5.0,,8.0,5.3387003191180735,0.0,7.703819989534276,6.521260154326175,1.672392157268991,Other,0.965556062189871
A0A8J5LU63,UDP-arabinopyranose mutase OS=Zingiber officinale OX=94328 GN=ZIOFF_012747 PE=3 SV=1,41.4,184476.40625,0.0,266850.65625,13.0,,10.0,13.880620829706992,0.0,9.629774986917845,11.755197908312418,3.0058019212148532,Exosome Marker,1.73540054834409
A0A8J5LRD9,KOW domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_010196 PE=3 SV=1,17.0,0.0,0.0,2131245.25,,,26.0,0.0,0.0,25.037414965986393,25.037414965986393,0.0,Other,0.0
A0A8J5LPJ2,Histone H2A/H2B/H3 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_017460 PE=3 SV=1,74.0,24436590.25,0.0,10121726.0,4.0,,2.0,4.270960255294459,0.0,1.925954997383569,3.0984576263390142,1.658169119786898,Other,0.9573443876708904
A0A8J5LLB2,Eukaryotic translation initiation factor 3 subunit B OS=Zingiber officinale OX=94328 GN=ZIOFF_020433 PE=3 SV=1,82.5,578505.21875,0.0,209006.75,3.0,,2.0,3.203220191470844,0.0,1.925954997383569,2.5645875944272065,0.9031628801126634,Protein Synthesis,0.521441331955124
A0A8J5LKV3,RRM domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_013408 PE=4 SV=1,23.0,0.0,0.0,717638.984375,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Other,0.0
A0A8J5LK26,Serine aminopeptidase S33 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_010564 PE=3 SV=1,54.7,0.0,0.0,737255.125,,,12.0,0.0,0.0,11.555729984301413,11.555729984301413,0.0,Other,0.0
A0A8J5LCV5,Carbonic anhydrase OS=Zingiber officinale OX=94328 GN=ZIOFF_024075 PE=3 SV=1,31.5,0.0,0.0,6261701.1875,,,4.0,0.0,0.0,3.851909994767138,3.851909994767138,0.0,Other,0.0
A0A8J5LB87,Nucleoside diphosphate kinase OS=Zingiber officinale OX=94328 GN=ZIOFF_030236 PE=3 SV=1,16.4,0.0,0.0,899859.15625,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Other,0.0
A0A8J5L8N1,Peroxidase OS=Zingiber officinale OX=94328 GN=ZIOFF_027901 PE=3 SV=1,37.9,169897.796875,0.0,400234.53125,3.0,,3.0,3.203220191470844,0.0,2.8889324960753533,3.0460763437730987,0.22223496065764356,Antioxidant,0.12830741435903642
A0A8J5L580,Large ribosomal subunit protein uL15/eL18 domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_041045 PE=3 SV=1,16.4,350265.5,0.0,94061.3203125,7.0,,16.0,7.4741804467653035,0.0,15.407639979068552,11.440910212916927,5.60980303356069,Protein Synthesis,3.2388212915270436
A0A8J5L366,Malate dehydrogenase OS=Zingiber officinale OX=94328 GN=ZIOFF_038771 PE=3 SV=1,35.5,3347821.40625,0.0,525088.75,10.0,,10.0,10.677400638236147,0.0,9.629774986917845,10.153587812576996,0.7407832021921452,Other,0.427691381196788
A0A8J5KYU4,"Short-chain dehydrogenase TIC 32, chloroplastic OS=Zingiber officinale OX=94328 GN=ZIOFF_036670 PE=4 SV=1",34.3,0.0,0.0,776040.3125,4.0,,6.0,4.270960255294459,0.0,5.777864992150707,5.024412623722583,1.0655425580331868,Other,0.6151912827134628
A0A8J5KYD0,LysM domain-containing protein OS=Zingiber officinale OX=94328 GN=ZIOFF_049243 PE=4 SV=1,37.1,1184226.25,0.0,1079603.25,4.0,,3.0,4.270960255294459,0.0,2.8889324960753533,3.579946375684906,0.9772412003318806,Other,0.5642104700748043
A0A8J5KXT0,Calreticulin OS=Zingiber officinale OX=94328 GN=ZIOFF_044953 PE=3 SV=1,47.5,0.0,0.0,107293.8046875,,,5.0,0.0,0.0,4.814887493458922,4.814887493458922,0.0,Other,0.0
A0A8J5KF00,60S ribosomal protein L31 OS=Zingiber officinale OX=94328 GN=ZIOFF_054795 PE=3 SV=1,13.9,0.0,0.0,331615.875,,,3.0,0.0,0.0,2.8889324960753533,2.8889324960753533,0.0,Protein Synthesis,0.0
A0A8J5KA58,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha OS=Zingiber officinale OX=94328 GN=PFP-ALPHA PE=3 SV=1,67.8,848153.125,0.0,1556544.65625,3.0,,5.0,3.203220191470844,0.0,4.814887493458922,4.009053842464883,1.139620878252394,Other,0.6579604208331374
